PAVE BEAUTY SPA — PRODUCT PHOTO FILENAMES (753 products, complete catalog)
Save each product's photo with the exact filename below,
inside the website's  assets/products/  folder.
cosmo-pink-blossom-whitening-roll-on-deo-50ml.jpg   →   Cosmo Pink Blossom Whitening Roll-On Deo 50ml
dove-body-spray.jpg   →   Dove Body Spray

== Intimate Care ==
gentle-intimate-wash-with-cotton-extract.jpg   →   Gentle Intimate Wash with Cotton Extract
beauty-formulas-feminine-intimate-hygiene-wipes.jpg   →   Beauty Formulas Feminine Intimate Hygiene Wipes
oriflame-feminelle-moisturising-intimate-cleansing-cream.jpg   →   Oriflame Feminelle Moisturising Intimate Cleansing Cream
oriflame-feminelle-soothing-intimate-wash.jpg   →   Oriflame Feminelle Soothing Intimate Wash

== Hand & Foot Care ==
dr-teal-s-pure-epsom-salt-foot-cream-with-shea-butter-and-aloe-v.jpg   →   Dr Teal's Pure Epsom Salt Foot Cream with Shea Butter & Aloe Vera 170ml
eos-shea-better-ultra-derm-hand-cream-coconut-waters.jpg   →   eos Shea Better Ultra Derm Hand Cream – Coconut Waters
eos-shea-better-ultra-derm-hand-cream-fresh-and-cozy-74ml-2-5-fl.jpg   →   eos Shea Better Ultra Derm Hand Cream – Fresh & Cozy 74ml (2.5 fl oz)
dove-hand-cream-awakening-care.jpg   →   Dove Hand Cream Awakening Care

== Hair Care ==
cantu-strengthening-biotin-infused-hair-and-scalp-oil.jpg   →   Cantu Strengthening Biotin-Infused Hair & Scalp Oil
nizoral-ketoconazole-1-pct-anti-dandruff-shampoo.jpg   →   Nizoral Ketoconazole 1% Anti-Dandruff Shampoo
tresemm-rich-moisture-hyaluronic-plex-conditioner-1-15l.jpg   →   TRESemmé Rich Moisture Hyaluronic Plex Conditioner 1.15L
tresemm-rich-moisture-hyaluronic-plex-shampoo-1-15l.jpg   →   TRESemmé Rich Moisture Hyaluronic Plex Shampoo 1.15L
ors-olive-oil-neutralizing-shampoo.jpg   →   ORS Olive Oil Neutralizing Shampoo
kirkland-signature-minoxidil-5-pct-extra-strength-60ml.jpg   →   Kirkland Signature Minoxidil 5% Extra Strength 60ml

== Baby & Kids ==
toke-baby-soap-with-shea-butter.jpg   →   Toke Baby Soap with Shea Butter
vaseline-blue-seal-baby-soft-petroleum-jelly.jpg   →   Vaseline Blue Seal Baby Soft Petroleum Jelly
topicrem-baby-gentle-cleansing-gel.jpg   →   Topicrem Baby Gentle Cleansing Gel
topicrem-baby-ultra-moisturizing-milk.jpg   →   Topicrem Baby Ultra-Moisturizing Milk

== Oral Care ==
therabreath-fresh-breath-oral-rinse-mild-mint-473ml.jpg   →   TheraBreath Fresh Breath Oral Rinse – Mild Mint 473ml
euthymol-toothpaste-sensitive-75ml.jpg   →   Euthymol Toothpaste Sensitive 75ml
therabreath-dentist-formulated-oral-rinse.jpg   →   TheraBreath Dentist Formulated Oral Rinse
euthymol-whitening-toothpaste-75ml.jpg   →   Euthymol Whitening Toothpaste 75ml
formula-tongue-scraper.jpg   →   Formula Tongue Scraper

== Tools & Accessories ==
kormesic-vitamin-e-wax-strip-hair-removal.jpg   →   Kormesic Vitamin E Wax Strip Hair Removal
cleanic-soft-comfort-100-cotton-pads.jpg   →   Cleanic Soft Comfort 100 Cotton Pads
facial-ice-mould.jpg   →   Facial Ice Mould
face-towel.jpg   →   Face Towel
paora-value-soft-makeup-sponges-2-in-1.jpg   →   Paora Value Soft Makeup Sponges 2-in-1
pretty-cosmetic-pads-approx-80.jpg   →   Pretty Cosmetic Pads (approx. 80)
bolreus-cotton-pads-100pc.jpg   →   Bolreus Cotton Pads (100pc)
glove-sponge.jpg   →   Glove Sponge
face-stone-roller.jpg   →   Face Stone Roller
double-sided-facial-brush-for-manual-face-cleansing.jpg   →   Double-Sided Facial Brush for Manual Face Cleansing
tinkle-blades-3-in-1.jpg   →   Tinkle Blades 3-in-1

== Others ==
traditional-medicinals-spearmint-tea.jpg   →   Traditional Medicinals Spearmint Tea
women-probiotic-gummies.jpg   →   Women Probiotic Gummies
collagen-cranberry-solid-beverage.jpg   →   Collagen Cranberry Solid Beverage
nineless-pdrn-sheet-mask-no-6-1pc.jpg   →   Nineless PDRN Sheet Mask No.6 (1pc)
niu-facial-sheet-mask-3-in-1-face-eyes-and-lips.jpg   →   Niu Facial Sheet Mask 3-in-1 Face, Eyes and Lips
tea-tree-essential-oil-30ml.jpg   →   Tea Tree Essential Oil 30ml
aloe-vera-gel.jpg   →   Aloe Vera Gel
gbogbonise-cream.jpg   →   Gbogbonise Cream
uncover-mini-kit.jpg   →   Uncover Mini Kit
